0.421053	12.814725
0.842105	12.126988
1.263158	12.632374
1.684211	12.278509
2.105263	12.957515
2.526316	12.157627
2.947368	12.957228
3.368421	12.800469
3.789474	12.421839
4.210526	12.792327
4.631579	12.656688
5.052632	12.849466
5.473684	12.679462
5.894737	12.745191
6.315789	12.659914
6.736842	12.714254
7.157895	12.288893
7.578947	12.103008
8.000000	12.712689
8.421053	12.987739
8.842105	12.473198
9.263158	12.794515
9.684211	12.247730
10.105263	12.516350
10.526316	12.796293
10.947368	12.407200
11.368421	12.964517
11.789474	12.411466
12.210526	13.412562
12.631579	13.242484
13.052632	13.572290
13.473684	13.216378
13.894737	13.614489
14.315789	14.327270
14.736842	14.152061
15.157895	15.281883
15.578947	15.770413
16.000000	16.224911
16.421053	16.311761
16.842105	16.866812
17.263158	16.424803
17.684211	18.044713
18.105263	19.868549
18.526316	19.184795
18.947368	20.122786
19.368421	21.981981
19.789474	21.256047
20.210526	23.957535
20.631579	23.469809
21.052632	23.682828
21.473684	23.530989
21.894737	24.467875
22.315789	24.498991
22.736842	24.706692
23.157895	25.155665
23.578947	24.121295
24.000000	24.542252
24.421053	24.086439
24.842105	24.317180
25.263158	22.172471
25.684211	22.762299
26.105263	21.515507
26.526316	21.827971
26.947368	18.990358
27.368421	19.503453
27.789474	19.195319
28.210526	16.515674
28.631579	15.573847
29.052632	16.644217
29.473684	14.955146
29.894737	15.594685
30.315789	14.454615
30.736842	13.622612
31.157895	13.246983
31.578947	13.059490
32.000000	12.991029
32.421053	13.892422
32.842105	13.002610
33.263158	12.915923
33.684211	12.566700
34.105263	12.977244
34.526316	12.388672
34.947368	12.174028
35.368421	13.087530
35.789474	12.610572
36.210526	12.270724
36.631579	12.837023
37.052632	12.056309
37.473684	12.668653
37.894737	12.656712
38.315789	12.551763
38.736842	12.747333
39.157895	12.688464
39.578947	12.370661
40.000000	12.780800
